Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-02-16,12:52:00,BK848352,Cancelled,C1504,Mini,Bommanahalli,Malleshwaram,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-10,16:40:00,BK393833,Success,C4601,Prime Sedan,Vijayanagar,Yeshwanthpur,6.0,7.0,0,,0,,0,,168.0,21.0,4.6,5.0
2025-02-01,05:08:00,BK388552,Success,C7405,Prime Plus,Jakkur,Whitefield,6.0,9.0,0,,0,,0,,184.0,48.0,4.6,4.2
2025-02-17,16:35:00,BK471091,Cancelled,C2730,Prime SUV,Kormangala 1st Block,Sahakaranagar,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Customer Demand,,,,
2025-02-12,13:39:00,BK287370,Success,C4108,Auto,Doddaballapur,Bellandur,6.0,6.0,0,,0,,0,,306.0,19.0,4.1,5.0
2025-02-18,04:54:00,BK744913,Cancelled,C9819,Prime SUV,Kammanahalli,MG Road,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-02-08,03:31:00,BK755820,Cancelled,C1042,Prime Sedan,Peenya,Okalipuram,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-09,22:29:00,BK924718,Cancelled,C8126,Mini,Vasanth Nagar,Kormangala 1st Block,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-16,09:34:00,BK644513,Cancelled,C2292,eBike,Koramangala,Banaswadi,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-02,23:13:00,BK379781,Success,C7878,eBike,MG Road,Yelahanka,12.0,10.0,0,,0,,0,,483.0,46.0,4.2,4.7
2025-02-08,05:13:00,BK489022,Success,C7612,Auto,Raghavendra Colony,Kudlu,7.0,10.0,0,,0,,0,,91.0,21.0,4.2,4.3
2025-02-01,13:49:00,BK453825,Cancelled,C6991,Prime Sedan,Jalahalli,Bannergatta,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-08,02:37:00,BK725855,Cancelled,C4727,Prime SUV,Vijayanagar,Vasanth Nagar,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-20,15:41:00,BK174914,Success,C6946,Prime Plus,Vijayanagar,Sarakki,8.0,7.0,0,,0,,0,,193.0,12.0,4.0,4.2
2025-03-01,04:25:00,BK608532,Cancelled,C2745,Auto,MG Road,Chandapura,,,1,Wrong Address,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-04,17:40:00,BK194594,Success,C7171,Bike,Whitefield,Doddaballapur,3.0,9.0,0,,0,,0,,261.0,20.0,4.1,3.9
2025-02-09,23:43:00,BK934120,Cancelled,C9159,Prime Sedan,Sanjay Nagar,Whitefield,,,1,Change of plans,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-08,12:41:00,BK576630,Cancelled,C3140,Prime SUV,Kengeri,Sarakki,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-25,22:30:00,BK372983,Success,C1129,Prime Sedan,Shivajinagar,Banaswadi,7.0,4.0,0,,0,,0,,119.0,22.0,4.5,3.6
2025-02-24,20:03:00,BK221668,Success,C2498,Prime SUV,Yelahanka New Town,Yeshwanthpur,9.0,6.0,0,,0,,0,,401.0,8.0,3.9,4.9
2025-02-01,12:00:00,BK485773,Success,C3258,Prime SUV,MG Road,Singasandra,8.0,5.0,0,,0,,0,,494.0,45.0,4.1,4.4
2025-02-17,12:41:00,BK346762,Success,C5288,Prime Plus,Kudlu,Bannergatta,7.0,10.0,0,,0,,0,,495.0,36.0,4.6,5.0
2025-02-20,00:42:00,BK222485,Cancelled,C4449,Bike,Jayanagar,Kudlu,,,1,Change of plans,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-23,11:35:00,BK770692,Cancelled,C6760,Auto,Koramangala,Bellandur,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-19,16:33:00,BK956001,Success,C6846,Mini,Kormangala 1st Block,Kasavanahalli,11.0,7.0,0,,0,,0,,407.0,7.0,4.8,3.8
2025-02-11,23:59:00,BK384064,Success,C2044,Prime Plus,Rajagopal Nagar,Sahakaranagar,9.0,12.0,0,,0,,0,,187.0,34.0,4.4,3.8
2025-02-13,09:29:00,BK772686,Cancelled,C1171,Prime Sedan,Peenya,Kudlu,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-26,01:18:00,BK961776,Success,C8659,Prime Plus,Chandapura,Bangalore Palace,9.0,12.0,0,,0,,0,,205.0,12.0,4.1,3.7
2025-02-17,03:34:00,BK521239,Cancelled,C1412,Prime SUV,Sahakaranagar,Bangalore East,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-05,13:06:00,BK368329,Success,C1836,Bike,Sahakaranagar,Malleshwaram,9.0,8.0,0,,0,,0,,489.0,19.0,4.1,4.5
2025-02-22,02:40:00,BK196607,Cancelled,C7444,eBike,Shivajinagar,Yelahanka,,,1,Wrong Address,1,More than permitted people in there,1,Other Issue,,,,
2025-02-10,00:56:00,BK964171,Cancelled,C2100,Bike,Vijayanagar,Jakkur,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Customer Demand,,,,
2025-02-05,10:05:00,BK307340,Success,C4171,Prime Plus,Chandapura,Frazer Town,6.0,11.0,0,,0,,0,,465.0,23.0,4.9,5.0
2025-02-25,04:43:00,BK534150,Success,C2448,Bike,Marathahalli,Rajagopal Nagar,5.0,10.0,0,,0,,0,,355.0,33.0,4.8,4.1
2025-02-05,14:52:00,BK433132,Success,C6491,eBike,Yelahanka New Town,Banashankari,5.0,10.0,0,,0,,0,,387.0,15.0,3.8,4.3
2025-02-05,21:12:00,BK643998,Success,C8663,Prime Plus,Rajajinagar,Bangalore East,5.0,6.0,0,,0,,0,,231.0,15.0,4.8,4.1
2025-02-19,23:33:00,BK397597,Cancelled,C9623,Auto,Jakkur,KR Puram,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-01,18:19:00,BK496427,Cancelled,C1895,Bike,Shivajinagar,Ramanagara,,,1,Driver asked to cancel,1,Customer related issue,1,Customer Demand,,,,
2025-02-09,01:17:00,BK573594,Success,C9160,Prime SUV,Banashankari,Kundalahalli,12.0,6.0,0,,0,,0,,346.0,27.0,4.4,4.8
2025-02-15,15:47:00,BK583488,Success,C9164,Mini,Jakkur,Kammanahalli,4.0,5.0,0,,0,,0,,393.0,25.0,4.9,4.6
2025-02-14,05:07:00,BK797035,Success,C8637,Prime Sedan,Banashankari,Rajagopal Nagar,9.0,8.0,0,,0,,0,,373.0,35.0,4.7,4.6
2025-02-25,22:05:00,BK670367,Success,C5349,Bike,Shivajinagar,Raghavendra Colony,6.0,8.0,0,,0,,0,,350.0,13.0,4.6,4.1
2025-02-09,19:57:00,BK104490,Cancelled,C8200,Prime Sedan,Indiranagar,Peenya,,,1,Driver asked to cancel,1,Customer related issue,1,Other Issue,,,,
2025-02-24,13:24:00,BK326695,Success,C4646,eBike,Sarakki,Peenya,5.0,5.0,0,,0,,0,,111.0,38.0,3.9,4.8
2025-02-19,07:41:00,BK482633,Success,C3373,Prime Plus,MG Road,Bengaluru East,4.0,11.0,0,,0,,0,,377.0,8.0,3.6,4.4
2025-02-28,23:10:00,BK314957,Success,C8954,Prime Plus,RT Nagar,Yelahanka New Town,4.0,10.0,0,,0,,0,,291.0,13.0,4.6,3.8
2025-02-23,18:25:00,BK596632,Success,C2457,Auto,Bellandur,Banaswadi,7.0,3.0,0,,0,,0,,230.0,17.0,4.1,5.0
2025-02-24,03:04:00,BK385887,Success,C4999,Prime Plus,Jakkur,Sanjay Nagar,6.0,9.0,0,,0,,0,,296.0,25.0,5.0,4.0
2025-02-15,05:09:00,BK146781,Success,C4090,Mini,Bangalore Palace,Sanjay Nagar,3.0,10.0,0,,0,,0,,382.0,43.0,4.9,3.8
2025-02-10,09:40:00,BK176483,Cancelled,C2669,Auto,Hebbal,Sree Chowdeshwari Nagar,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-03-01,23:19:00,BK548571,Cancelled,C8104,Prime Plus,Kasavanahalli,MG Road,,,1,Wrong Address,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-22,03:23:00,BK405467,Cancelled,C6238,Prime Sedan,Banashankari,Whitefield,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-01,18:17:00,BK711315,Success,C7051,Prime Plus,Kengeri,Okalipuram,5.0,9.0,0,,0,,0,,434.0,20.0,4.6,4.4
2025-02-05,07:20:00,BK292367,Success,C7724,Bike,Kudlu,Doddaballapur,9.0,4.0,0,,0,,0,,362.0,37.0,3.9,4.4
2025-02-17,12:45:00,BK117079,Success,C5530,eBike,Koramangala,Sanjay Nagar,12.0,5.0,0,,0,,0,,98.0,37.0,4.1,4.0
2025-02-22,23:09:00,BK841554,Success,C2498,Auto,Jayanagar,Banaswadi,12.0,8.0,0,,0,,0,,395.0,23.0,4.4,3.8
2025-02-02,11:03:00,BK260460,Cancelled,C9824,Mini,Sahakaranagar,Bangalore University,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Customer Demand,,,,
2025-02-22,03:58:00,BK754017,Success,C3301,Prime Plus,Sanjay Nagar,Kammanahalli,11.0,11.0,0,,0,,0,,325.0,16.0,4.4,4.6
2025-02-23,14:18:00,BK671780,Success,C3569,eBike,Kundalahalli,Shivajinagar,7.0,12.0,0,,0,,0,,133.0,17.0,3.9,4.3
2025-02-08,15:39:00,BK269558,Success,C3822,Prime Plus,RT Nagar,Bangalore East,7.0,6.0,0,,0,,0,,489.0,34.0,5.0,4.2
2025-02-15,17:11:00,BK333636,Success,C9278,Auto,Yeshwanthpur,Jayanagar,5.0,6.0,0,,0,,0,,432.0,24.0,3.6,4.4
2025-02-28,08:53:00,BK406774,Success,C2039,Prime SUV,Okalipuram,Ulsoor,5.0,11.0,0,,0,,0,,127.0,46.0,4.8,4.4
2025-02-05,17:17:00,BK319895,Success,C3893,eBike,Chandapura,Indiranagar,8.0,8.0,0,,0,,0,,479.0,25.0,4.6,4.2
2025-02-10,14:55:00,BK441189,Success,C1728,Prime Plus,Bangalore East,Bommanahalli,6.0,5.0,0,,0,,0,,409.0,28.0,4.9,3.7
2025-02-19,19:45:00,BK953091,Cancelled,C7892,Auto,Hebbal,Singasandra,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-07,06:07:00,BK545694,Success,C7910,Prime Plus,Yeshwanthpur,Koramangala,6.0,12.0,0,,0,,0,,280.0,39.0,3.9,5.0
2025-02-02,02:27:00,BK531611,Success,C6727,eBike,MG Road,Hebbal,11.0,5.0,0,,0,,0,,387.0,24.0,4.0,4.5
2025-02-17,01:44:00,BK991345,Cancelled,C6519,Prime Plus,Basavanagudi,Bellandur,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-15,16:30:00,BK536330,Success,C7799,Prime SUV,Banaswadi,Banashankari,8.0,5.0,0,,0,,0,,262.0,47.0,3.6,4.6
2025-03-02,08:36:00,BK503749,Success,C2354,Prime Sedan,Kundalahalli,Raghavendra Colony,8.0,7.0,0,,0,,0,,62.0,21.0,4.1,4.5
2025-02-01,15:26:00,BK616948,Cancelled,C2474,Prime SUV,Bengaluru East,Bommanahalli,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-10,18:33:00,BK760758,Cancelled,C9523,Prime Sedan,Whitefield,Jakkur,,,1,Driver asked to cancel,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-03-02,12:11:00,BK844106,Cancelled,C2935,Prime SUV,Kammanahalli,Singasandra,,,1,Driver asked to cancel,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-16,12:32:00,BK402752,Success,C5136,eBike,Vijayanagar,Kormangala 1st Block,9.0,3.0,0,,0,,0,,184.0,13.0,3.6,4.5
2025-02-28,12:05:00,BK405340,Success,C9211,eBike,Koramangala,Sarakki,12.0,3.0,0,,0,,0,,247.0,49.0,4.5,4.9
2025-02-03,12:57:00,BK685373,Success,C1830,eBike,Indiranagar,Shivajinagar,7.0,11.0,0,,0,,0,,479.0,11.0,4.4,4.9
2025-03-01,02:23:00,BK806385,Cancelled,C6076,Auto,Vijayanagar,MG Road,,,1,Change of plans,1,More than permitted people in there,1,Other Issue,,,,
2025-02-17,14:14:00,BK958603,Cancelled,C3044,Mini,Bannergatta,Bangalore East,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Other Issue,,,,
2025-02-04,14:36:00,BK635948,Success,C2281,Prime Plus,MG Road,Bannergatta,5.0,11.0,0,,0,,0,,491.0,35.0,3.6,4.1
2025-03-02,21:41:00,BK328020,Cancelled,C3124,Auto,Whitefield,Frazer Town,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-16,08:00:00,BK344397,Cancelled,C2373,Prime SUV,Rajagopal Nagar,Rajajinagar,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-14,07:39:00,BK208526,Success,C6061,Prime SUV,Sanjay Nagar,Vasanth Nagar,6.0,8.0,0,,0,,0,,366.0,40.0,4.8,5.0
2025-02-11,16:41:00,BK421430,Success,C1933,Prime SUV,Ulsoor,Ramanagara,7.0,10.0,0,,0,,0,,437.0,20.0,4.2,4.5
2025-02-04,19:55:00,BK102586,Cancelled,C4597,eBike,Kengeri,Yeshwanthpur,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-03-02,21:08:00,BK794869,Success,C8844,Bike,Kammanahalli,Bannergatta,7.0,6.0,0,,0,,0,,476.0,43.0,4.3,4.4
2025-02-05,19:38:00,BK600260,Success,C3991,Auto,MG Road,Bangalore East,3.0,9.0,0,,0,,0,,431.0,34.0,4.0,3.9
2025-02-17,10:34:00,BK878173,Cancelled,C3949,Prime Plus,Yeshwanthpur,Ulsoor,,,1,Driver asked to cancel,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-26,04:15:00,BK225023,Success,C2925,Prime Sedan,Sanjay Nagar,Okalipuram,5.0,3.0,0,,0,,0,,405.0,7.0,4.7,3.9
2025-02-12,20:06:00,BK554385,Success,C9705,Mini,Okalipuram,Vasanth Nagar,8.0,7.0,0,,0,,0,,54.0,29.0,4.5,4.1
2025-02-04,02:54:00,BK652975,Success,C4578,Bike,Singasandra,Kasavanahalli,5.0,10.0,0,,0,,0,,325.0,46.0,3.8,4.2
2025-02-02,02:58:00,BK800799,Success,C6341,Mini,Ramanagara,Indiranagar,3.0,7.0,0,,0,,0,,372.0,32.0,4.7,3.5
2025-02-25,13:57:00,BK394655,Cancelled,C7044,Prime Plus,Banashankari,Kasavanahalli,,,1,Change of plans,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-21,08:05:00,BK857834,Success,C7799,Auto,Okalipuram,Bangalore Palace,4.0,7.0,0,,0,,0,,293.0,39.0,3.7,3.9
2025-02-28,04:55:00,BK961478,Cancelled,C1984,Bike,Bannergatta,Chandapura,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-19,09:07:00,BK334906,Cancelled,C8040,Prime Sedan,Rajajinagar,Singasandra,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-08,04:45:00,BK729022,Cancelled,C3585,Mini,Chikkajala,Indiranagar,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-10,05:08:00,BK513856,Cancelled,C8677,Prime SUV,CV Raman Nagar,Chandapura,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-04,21:36:00,BK655337,Success,C6643,Bike,Sree Chowdeshwari Nagar,Banashankari,6.0,7.0,0,,0,,0,,445.0,29.0,4.9,4.7
2025-02-15,15:08:00,BK527420,Cancelled,C7277,Prime Sedan,HSR Layout,Kammanahalli,,,1,Wrong Address,1,Customer related issue,1,Customer Demand,,,,
2025-02-26,06:40:00,BK531554,Cancelled,C9340,Prime SUV,Kengeri,Chikkajala,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-25,15:16:00,BK628776,Cancelled,C7728,Mini,Ramanagara,Doddaballapur,,,1,Wrong Address,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-20,23:43:00,BK378767,Cancelled,C1101,Mini,RT Nagar,Bommanahalli,,,1,Change of plans,1,Customer related issue,1,Customer Demand,,,,
2025-02-25,20:28:00,BK333870,Success,C8164,Mini,Rajajinagar,Raghavendra Colony,9.0,6.0,0,,0,,0,,375.0,31.0,3.7,3.8
2025-02-04,12:37:00,BK895454,Success,C5356,Bike,Bengaluru East,Jakkur,4.0,7.0,0,,0,,0,,140.0,21.0,4.5,4.1
2025-02-25,02:07:00,BK400302,Success,C1589,Auto,Malleshwaram,Frazer Town,5.0,5.0,0,,0,,0,,161.0,48.0,4.1,4.8
2025-02-20,03:18:00,BK965622,Success,C8473,Mini,Marathahalli,Basavanagudi,9.0,8.0,0,,0,,0,,279.0,40.0,4.1,4.2
2025-02-20,23:57:00,BK120351,Success,C2579,Prime SUV,Chikkajala,Jayanagar,8.0,5.0,0,,0,,0,,237.0,27.0,4.8,4.1
2025-02-01,09:54:00,BK799040,Cancelled,C3255,Bike,KR Puram,Kundalahalli,,,1,Driver asked to cancel,1,Customer related issue,1,Other Issue,,,,
2025-02-05,08:14:00,BK220740,Cancelled,C8526,Prime Plus,Sanjay Nagar,MG Road,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-05,04:07:00,BK681081,Success,C4117,Bike,Basavanagudi,Yeshwanthpur,7.0,9.0,0,,0,,0,,408.0,39.0,4.8,3.5
2025-02-01,06:18:00,BK689966,Success,C6880,Mini,Kudlu,Jayanagar,9.0,9.0,0,,0,,0,,66.0,45.0,3.8,3.9
2025-02-21,08:50:00,BK497270,Success,C7707,Prime SUV,Yelahanka New Town,Bengaluru East,5.0,4.0,0,,0,,0,,203.0,50.0,4.0,4.7
2025-02-23,04:03:00,BK618578,Cancelled,C3516,Prime SUV,Sanjay Nagar,Bangalore University,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-08,13:38:00,BK184832,Cancelled,C3494,Auto,Sree Chowdeshwari Nagar,Kammanahalli,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-20,12:42:00,BK824316,Cancelled,C5301,eBike,Kasavanahalli,Shivajinagar,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-20,03:28:00,BK165995,Success,C3252,Mini,Vijayanagar,Bangalore East,6.0,8.0,0,,0,,0,,93.0,32.0,4.0,4.8
2025-02-20,18:40:00,BK165196,Cancelled,C3895,Bike,Bannergatta,Banashankari,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Other Issue,,,,
2025-02-10,10:37:00,BK980197,Cancelled,C5731,Auto,Chikkajala,Banaswadi,,,1,Driver asked to cancel,1,Customer related issue,1,Other Issue,,,,
2025-02-16,07:16:00,BK444117,Success,C6286,eBike,Hebbal,Banaswadi,12.0,6.0,0,,0,,0,,246.0,15.0,3.7,4.6
2025-02-03,13:05:00,BK292508,Success,C5372,Auto,Malleshwaram,Sree Chowdeshwari Nagar,10.0,3.0,0,,0,,0,,458.0,36.0,3.7,3.8
2025-02-23,06:17:00,BK470402,Cancelled,C5597,Auto,Jayanagar,Koramangala,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Other Issue,,,,
2025-02-24,02:10:00,BK129529,Success,C3492,Mini,Vijayanagar,Bangalore East,3.0,9.0,0,,0,,0,,318.0,30.0,5.0,4.8
2025-02-18,23:43:00,BK988486,Cancelled,C3577,Prime Sedan,RT Nagar,Jalahalli,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-17,13:16:00,BK628563,Cancelled,C7905,eBike,Sahakaranagar,Yelahanka New Town,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Other Issue,,,,
2025-02-19,19:08:00,BK671278,Success,C5780,Bike,CV Raman Nagar,Bommanahalli,8.0,3.0,0,,0,,0,,130.0,35.0,4.5,3.6
2025-02-22,10:01:00,BK733703,Success,C9506,eBike,Ulsoor,Malleshwaram,5.0,10.0,0,,0,,0,,396.0,16.0,4.4,3.9
2025-02-21,18:47:00,BK158345,Cancelled,C9716,Mini,Singasandra,Shivajinagar,,,1,AC is not working (Only for 4-wheelers),1,More than permitted people in there,1,Other Issue,,,,
2025-02-19,09:33:00,BK692924,Cancelled,C2388,eBike,Frazer Town,Basavanagudi,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-21,14:42:00,BK414139,Cancelled,C8679,Prime Plus,Koramangala,Bangalore Palace,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-03-01,15:08:00,BK976134,Success,C6455,Bike,Banaswadi,Whitefield,10.0,8.0,0,,0,,0,,242.0,39.0,4.5,4.7
2025-02-17,13:50:00,BK791292,Cancelled,C2830,eBike,HSR Layout,Frazer Town,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-13,19:39:00,BK266090,Success,C5563,Mini,Kammanahalli,RT Nagar,10.0,6.0,0,,0,,0,,133.0,37.0,4.2,5.0
2025-02-03,16:58:00,BK207443,Success,C6264,Auto,Okalipuram,Bangalore University,10.0,11.0,0,,0,,0,,489.0,37.0,4.9,4.4
2025-02-08,04:43:00,BK962932,Cancelled,C1723,Prime Plus,Kammanahalli,Kundalahalli,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-03-02,01:26:00,BK177307,Success,C3812,Prime Sedan,Kasavanahalli,Bommanahalli,3.0,10.0,0,,0,,0,,239.0,9.0,3.9,3.7
2025-02-02,02:55:00,BK830343,Success,C1828,Prime Plus,Koramangala,Jayanagar,11.0,12.0,0,,0,,0,,232.0,48.0,3.9,3.7
2025-02-19,03:57:00,BK785754,Success,C6712,Auto,Shivajinagar,Bannergatta,6.0,3.0,0,,0,,0,,414.0,33.0,4.1,4.8
2025-03-01,06:20:00,BK911029,Cancelled,C7275,Auto,Kudlu,Bangalore Palace,,,1,Wrong Address,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-22,22:21:00,BK498172,Success,C8674,Prime Plus,Kundalahalli,Ulsoor,5.0,12.0,0,,0,,0,,397.0,30.0,4.5,4.1
2025-03-01,17:14:00,BK580667,Success,C7814,Prime Sedan,Rajagopal Nagar,Ulsoor,8.0,7.0,0,,0,,0,,79.0,11.0,4.6,4.5
2025-02-03,18:31:00,BK820089,Success,C6852,Auto,RT Nagar,Bellandur,3.0,3.0,0,,0,,0,,326.0,45.0,3.8,4.2
2025-03-01,19:05:00,BK898535,Success,C1715,Prime SUV,Okalipuram,Kundalahalli,7.0,6.0,0,,0,,0,,94.0,16.0,4.0,4.4
2025-02-11,21:35:00,BK957277,Cancelled,C2464,Auto,Bangalore University,Chikkajala,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-09,23:41:00,BK670234,Success,C5342,Prime Sedan,Kudlu,Sarakki,9.0,6.0,0,,0,,0,,257.0,20.0,4.5,4.5
2025-02-03,14:08:00,BK791914,Success,C1143,Auto,Bellandur,Koramangala,8.0,9.0,0,,0,,0,,183.0,13.0,4.0,3.7
2025-02-22,12:38:00,BK249785,Cancelled,C4368,Prime Plus,Bellandur,Basavanagudi,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-08,12:03:00,BK108795,Success,C5029,Mini,Marathahalli,Kudlu,5.0,7.0,0,,0,,0,,298.0,33.0,4.4,4.7
2025-02-15,19:26:00,BK989576,Success,C6368,Prime Sedan,Kundalahalli,Kammanahalli,5.0,4.0,0,,0,,0,,151.0,10.0,4.3,3.8
2025-02-28,01:08:00,BK848032,Success,C5161,eBike,Whitefield,Kudlu,7.0,8.0,0,,0,,0,,119.0,24.0,4.5,4.5
2025-02-15,17:06:00,BK520646,Cancelled,C5225,eBike,Kundalahalli,MG Road,,,1,Wrong Address,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-27,11:01:00,BK856505,Cancelled,C4813,Mini,Basavanagudi,Bommanahalli,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-08,23:51:00,BK687166,Success,C1418,Prime Plus,Yelahanka New Town,Sanjay Nagar,7.0,12.0,0,,0,,0,,427.0,46.0,4.6,4.6
2025-02-11,11:29:00,BK370339,Cancelled,C5717,eBike,Jayanagar,Bommanahalli,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-07,18:05:00,BK189379,Cancelled,C6348,Bike,Banaswadi,Bommanahalli,,,1,Change of plans,1,Customer related issue,1,Customer Demand,,,,
2025-02-10,07:57:00,BK109694,Success,C3040,Prime Sedan,Raghavendra Colony,Rajajinagar,12.0,9.0,0,,0,,0,,138.0,20.0,4.9,4.6
2025-02-03,05:32:00,BK569913,Success,C9626,Bike,Sarakki,Vasanth Nagar,9.0,11.0,0,,0,,0,,328.0,33.0,4.0,3.7
2025-03-01,14:39:00,BK439567,Success,C5305,Mini,Bangalore East,Malleshwaram,11.0,8.0,0,,0,,0,,426.0,38.0,3.6,3.6
2025-02-24,05:29:00,BK285092,Cancelled,C6633,Mini,MG Road,Yelahanka,,,1,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-14,03:08:00,BK275228,Success,C3481,eBike,Yelahanka New Town,KR Puram,12.0,5.0,0,,0,,0,,202.0,28.0,3.9,4.1
2025-02-27,02:29:00,BK816719,Success,C2418,Prime Sedan,HSR Layout,Kammanahalli,9.0,10.0,0,,0,,0,,497.0,9.0,3.9,3.6
2025-02-14,03:21:00,BK325267,Cancelled,C9489,Prime Plus,Bangalore Palace,Frazer Town,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-15,15:09:00,BK137681,Cancelled,C8314,Bike,Peenya,Yelahanka New Town,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-16,13:15:00,BK279380,Success,C8071,Prime Plus,HSR Layout,Bannergatta,11.0,6.0,0,,0,,0,,134.0,30.0,4.2,4.6
2025-02-20,08:46:00,BK598200,Success,C8688,Auto,Ramanagara,Yelahanka,12.0,5.0,0,,0,,0,,82.0,8.0,4.5,4.1
2025-02-03,10:28:00,BK572778,Cancelled,C1283,Prime SUV,Peenya,Indiranagar,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Other Issue,,,,
2025-02-05,10:40:00,BK881406,Success,C3619,Prime Plus,Bengaluru East,Malleshwaram,3.0,12.0,0,,0,,0,,290.0,40.0,4.5,4.0
2025-02-23,09:39:00,BK374605,Success,C5981,Bike,Sahakaranagar,Jalahalli,8.0,10.0,0,,0,,0,,113.0,21.0,4.5,4.8
